name,Invoice Line Amount,Payment Date,LA Department,Expenditure Category/Description
OPUS ENERGY (CORPORATE) LTD,4.37, 04/08/2017,Regeneration Enterprise and Sk,Electricity
OPUS ENERGY (CORPORATE) LTD,"-2,853.10", 04/08/2017,Regeneration Enterprise and Sk,Electricity
CAPITA  BUSINESS SERVICES LTD,"2,400.00", 04/08/2017,Chief Executives,Services Private Contractor
GREENWICH SERVICE PLUS LIMITED,"6,535.20", 04/08/2017,Childrens Services,Catering
GREENWICH SERVICE PLUS LIMITED,"1,100.40", 04/08/2017,Childrens Services,Catering
GREENWICH SERVICE PLUS LIMITED,"-1,156.00", 04/08/2017,Childrens Services,Catering
GREENWICH BSF SPV LIMITED,"770,193.53", 04/08/2017,Regeneration Enterprise and Sk,Services Private Contractor
THE SOCIAL MARKETING GATEWAY,"3,636.00", 04/08/2017,Health and Adult Services,Services by External Providers
HALAROSE LIMITED,554.40, 04/08/2017,Chief Executives,Services Private Contractor
WHYTE & CO,"6,049.10", 04/08/2017,Chief Executives,Student Award Payment
WHYTE & CO,"-5,040.92", 04/08/2017,Chief Executives,Student Award Payment
ELEANOR NURSING AND SOCIAL CARE LTD,693.88, 04/08/2017,Health and Adult Services,ISF Personal Care
ELEANOR NURSING AND SOCIAL CARE LTD,662.76, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,"2,555.44", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,568.00, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,552.16, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,859.83, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,950.53, 04/08/2017,Health and Adult Services,ISF Personal Care
REDACTED PERSONAL INFORMATION,"3,751.62", 04/08/2017,Childrens Services,Agency Placements
ELEANOR NURSING AND SOCIAL CARE LTD,"2,776.08", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,867.90, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,"1,364.30", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,560.11, 04/08/2017,Health and Adult Services,ISF Personal Care
ELEANOR NURSING AND SOCIAL CARE LTD,760.97, 04/08/2017,Health and Adult Services,ISF Personal Care
ELEANOR NURSING AND SOCIAL CARE LTD,"1,167.12", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,"7,001.57", 04/08/2017,Health and Adult Services,Services Private Contractor
ELEANOR NURSING AND SOCIAL CARE LTD,"1,214.64", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,"1,293.14", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,"1,988.00", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,"1,450.84", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,599.47, 04/08/2017,Health and Adult Services,ISF Personal Care
ELEANOR NURSING AND SOCIAL CARE LTD,"2,208.64", 04/08/2017,Health and Adult Services,ISF Personal Care
ELEANOR NURSING AND SOCIAL CARE LTD,"2,263.84", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,630.80, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CHOICE SUPPORT LTD,"2,275.40", 04/08/2017,Health and Adult Services,Supported Living
ELEANOR NURSING AND SOCIAL CARE LTD,"1,640.68", 04/08/2017,Health and Adult Services,ISF Personal Care
ELEANOR NURSING AND SOCIAL CARE LTD,662.48, 04/08/2017,Health and Adult Services,ISF Personal Care
ELEANOR NURSING AND SOCIAL CARE LTD,"1,640.56", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,851.72, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,"1,324.96", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,504.61, 04/08/2017,Health and Adult Services,ISF Personal Care
ELEANOR NURSING AND SOCIAL CARE LTD,772.80, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,"1,009.64", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,552.16, 04/08/2017,Health and Adult Services,ISF Personal Care
ELEANOR NURSING AND SOCIAL CARE LTD,796.71, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,"1,529.68", 04/08/2017,Health and Adult Services,ISF Personal Care
ELEANOR NURSING AND SOCIAL CARE LTD,"2,870.56", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,994.00, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,"12,158.67", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,"1,410.24", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,"1,742.40", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,"1,409.52", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,"2,090.88", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,"1,992.99", 04/08/2017,Health and Adult Services,Services Private Contractor
HEADWAY SELNWK LTD,504.00, 04/08/2017,Health and Adult Services,Client Support
CAPITAL HOMECARE (UK) LIMITED,784.08, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,649.60, 04/08/2017,Health and Adult Services,ISF Personal Care
CAPITAL HOMECARE (UK) LIMITED,636.00, 04/08/2017,Health and Adult Services,ISF Personal Care
CAPITAL HOMECARE (UK) LIMITED,848.00, 04/08/2017,Health and Adult Services,ISF Personal Care
CAPITAL HOMECARE (UK) LIMITED,784.08, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,799.68, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,522.72, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,"2,433.50", 04/08/2017,Health and Adult Services,Services Private Contractor
CAPITAL HOMECARE (UK) LIMITED,"1,132.56", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,"2,311.92", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,"2,265.12", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,682.42, 04/08/2017,Health and Adult Services,ISF Personal Care
CAPITAL HOMECARE (UK) LIMITED,"1,126.25", 04/08/2017,Health and Adult Services,ISF Personal Care
CAPITAL HOMECARE (UK) LIMITED,871.20, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CRAEGMOOR OAKS SIDCUP PRIORY,"4,871.43", 04/08/2017,Health and Adult Services,Private Sector Nursing Homes
CAPITAL HOMECARE (UK) LIMITED,980.50, 04/08/2017,Health and Adult Services,ISF Personal Care
CAPITAL HOMECARE (UK) LIMITED,"2,226.56", 04/08/2017,Health and Adult Services,ISF Personal Care
CMG HOMES LTD,849.75, 04/08/2017,Health and Adult Services,Client Support
CAPITAL HOMECARE (UK) LIMITED,"1,441.92", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,712.56, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,"2,242.86", 04/08/2017,Health and Adult Services,Services Private Contractor
CAPITAL HOMECARE (UK) LIMITED,"1,773.60", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,"1,875.12", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,"1,753.48", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,"1,762.60", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,506.96, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
AMBER CAR SERVICES LTD,500.04, 04/08/2017,Childrens Services,Transport For Children
CAPITAL HOMECARE (UK) LIMITED,661.92, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,636.00, 04/08/2017,Childrens Services,Private Home Help Domestic
CAPITAL HOMECARE (UK) LIMITED,795.00, 04/08/2017,Health and Adult Services,ISF Personal Care
CRAEGMOOR OAKS SIDCUP PRIORY,"1,100.00", 04/08/2017,Health and Adult Services,Private Sector Nursing Homes
CAPITAL HOMECARE (UK) LIMITED,728.16, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,609.84, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,696.96, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,"1,048.72", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,"1,086.50", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CRAEGMOOR OAKS SIDCUP PRIORY,"2,200.00", 04/08/2017,Health and Adult Services,Private Sector Nursing Homes
CAPITAL HOMECARE (UK) LIMITED,"1,086.50", 04/08/2017,Health and Adult Services,ISF Personal Care
CAPITAL HOMECARE (UK) LIMITED,689.28, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,571.92, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,"1,328.16", 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,"1,484.14", 04/08/2017,Health and Adult Services,ISF Personal Care
CAPITAL HOMECARE (UK) LIMITED,"1,484.14", 04/08/2017,Health and Adult Services,ISF Personal Care
CAPITAL HOMECARE (UK) LIMITED,768.00, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
CAPITAL HOMECARE (UK) LIMITED,768.00, 04/08/2017,Health and Adult Services,Private Home Help Domest Misc
ARDEN CHAMBERS LTD,540.00, 04/08/2017,Chief Executives,Professional Fees
HMCTS,"2,055.00", 04/08/2017,Chief Executives,Professional Fees
HMCTS,"2,055.00", 04/08/2017,Chief Executives,Professional Fees
HMCTS,"2,055.00", 04/08/2017,Chief Executives,Professional Fees
HMCTS,"2,055.00", 04/08/2017,Chief Executives,Professional Fees
HMCTS,"2,055.00", 04/08/2017,Chief Executives,Professional Fees
HMCTS,"2,055.00", 04/08/2017,Chief Executives,Professional Fees
HMCTS,"2,055.00", 04/08/2017,Chief Executives,Professional Fees
HMCTS,"2,055.00", 04/08/2017,Chief Executives,Professional Fees
HMCTS,"2,055.00", 04/08/2017,Chief Executives,Professional Fees
HMCTS,"2,055.00", 04/08/2017,Chief Executives,Professional Fees
HMCTS,"2,055.00", 04/08/2017,Chief Executives,Professional Fees
HMCTS,"2,055.00", 04/08/2017,Chief Executives,Professional Fees
HMCTS,"2,055.00", 04/08/2017,Chief Executives,Professional Fees
THE PETER BRANSTON CONSULTANCY,628.20, 04/08/2017,Chief Executives,Professional Fees
BUTLER CONSULTANCY LTD,526.00, 04/08/2017,Chief Executives,Professional Fees
CORNERSTONE BARRISTERS,"1,536.00", 04/08/2017,Chief Executives,Professional Fees
LAMB CHAMBERS,990.00, 04/08/2017,Chief Executives,Professional Fees
NO5 CHAMBERS LTD,720.00, 04/08/2017,Chief Executives,Professional Fees
EXPERT IN MIND LIMITED,"1,102.40", 04/08/2017,Chief Executives,Professional Fees
EXPERT IN MIND LIMITED,602.68, 04/08/2017,Chief Executives,Professional Fees
DR MARC LYALL,604.80, 04/08/2017,Chief Executives,Professional Fees
DR EMILY PHIBBS,571.55, 04/08/2017,Chief Executives,Professional Fees
CARLTON PROPERTY SERVICES LTD,"24,809.00", 04/08/2017,Housing Services,Rents Other
REDACTED PERSONAL INFORMATION,"1,792.00", 07/08/2017,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"1,702.40", 07/08/2017,Childrens Services,Agency Placements
THE AVENUE TRUST GROUP,"7,413.34", 07/08/2017,Health and Adult Services,Services Private Contractor
MEDEQUIP ASSISTIVE TECHNOLOGY LTD,"172,126.93", 07/08/2017,Health and Adult Services,Other Agency Services
REDACTED PERSONAL INFORMATION,648.00, 07/08/2017,Chief Executives,Professional Fees
TRAFFIC WATCH (UK) LTD,"21,540.00", 07/08/2017,Transportation Schemes,General Payments
ENVIRONTEC LIMITED,540.00, 07/08/2017,Modernisation,Ext Site Surveys
DODS PARLIAMENTARY COMMUNICATIONS LTD,408.00, 07/08/2017,Comm Safety and Environment,Training Expenses
DODS PARLIAMENTARY COMMUNICATIONS LTD,294.00, 07/08/2017,Comm Safety and Environment,Training Expenses
REDACTED PERSONAL INFORMATION,700.00, 07/08/2017,Health and Adult Services,Services by External Providers
REDACTED PERSONAL INFORMATION,993.00, 07/08/2017,Childrens Services,ASF Post Adoption Support
IDM ENTERPRISES,"2,773.92", 07/08/2017,Housing Services,Landlord Incentive Payments
IDM ENTERPRISES,"3,000.00", 07/08/2017,Housing Services,Landlord Incentive Payments
GREENWICH SERVICE PLUS LIMITED,"2,286.08", 07/08/2017,Childrens Services,Rm Premises Costs Dual
CASTLE WATER LIMITED,"4,488.58", 07/08/2017,Regeneration Enterprise and Sk,Water
FIRST ABOUT PLUMBING & CARPENTRY LTD,"4,274.40", 07/08/2017,Regeneration Enterprise and Sk,Rm Buildings Gmrs Ext Contract
BEXLEY CROSSROADS CARE LTD,"9,500.00", 07/08/2017,Health and Adult Services,Grants To Voluntary Organ
GREENWICH SERVICE PLUS LIMITED,"15,592.01", 07/08/2017,Regeneration Enterprise and Sk,Cleaning Services - Contract
GREENWICH SERVICE PLUS LIMITED,"200,809.51", 07/08/2017,Regeneration Enterprise and Sk,Cleaning Services - Contract
GREENWICH SERVICE PLUS LIMITED,"6,218.87", 07/08/2017,Regeneration Enterprise and Sk,FM Services External Contract
GREENWICH SERVICE PLUS LIMITED,"1,330.43", 07/08/2017,Regeneration Enterprise and Sk,Cleaning Services - Contract
GREENWICH SERVICE PLUS LIMITED,938.44, 07/08/2017,Regeneration Enterprise and Sk,Cleaning Services - Contract
GREENWICH SERVICE PLUS LIMITED,"41,623.07", 07/08/2017,Regeneration Enterprise and Sk,Cleaning Services - Contract
GREENWICH SERVICE PLUS LIMITED,"5,488.30", 07/08/2017,Chief Executives,Cleaning Services - Contract
WOLSELEY UK LTD (VARIOUS SUPPLIES),815.42, 07/08/2017,Housing Services,Materials
GREENWICH SERVICE PLUS LIMITED,"3,290.36", 07/08/2017,Chief Executives,Cleaning Services - Contract
GREENWICH SERVICE PLUS LIMITED,"2,180.69", 07/08/2017,Regeneration Enterprise and Sk,Cleaning Services - Contract
GREENWICH SERVICE PLUS LIMITED,"26,598.16", 07/08/2017,Regeneration Enterprise and Sk,Cleaning Services - Contract
GREENWICH SERVICE PLUS LIMITED,"1,983.73", 07/08/2017,Regeneration Enterprise and Sk,Cleaning Services - Contract
GREENWICH SERVICE PLUS LIMITED,"33,847.10", 07/08/2017,Regeneration Enterprise and Sk,Cleaning Services - Contract
GREENWICH SERVICE PLUS LIMITED,"4,181.58", 07/08/2017,Regeneration Enterprise and Sk,Cleaning Services - Contract
GREENWICH SERVICE PLUS LIMITED,"5,785.24", 07/08/2017,Regeneration Enterprise and Sk,Cleaning Services - Contract
GREENWICH SERVICE PLUS LIMITED,"2,509.78", 07/08/2017,Regeneration Enterprise and Sk,Cleaning Services - Contract
REDACTED PERSONAL INFORMATION,764.00, 07/08/2017,Childrens Services,LC Staying Put
MONDALE ESTATES LTD,564.29, 07/08/2017,Childrens Services,General Assistance
KENT HOMEFINDING & FOSTERING LTD,"2,943.00", 07/08/2017,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,686.53, 07/08/2017,Childrens Services,Children Looked After
REDACTED PERSONAL INFORMATION,"2,406.60", 07/08/2017,Health and Adult Services,Vehicle Hire
CAMS LTD T/AS KINDERCARE FOSTERING,"3,454.33", 07/08/2017,Childrens Services,Agency Placements
AMBER CAR SERVICES LTD,642.60, 07/08/2017,Childrens Services,Transport For Children
CAMS LTD T/AS KINDERCARE FOSTERING,"3,299.64", 07/08/2017,Childrens Services,Agency Placements
CAMS LTD T/AS KINDERCARE FOSTERING,"3,299.64", 07/08/2017,Childrens Services,Agency Placements
CAMS LTD T/AS KINDERCARE FOSTERING,"1,860.00", 07/08/2017,Childrens Services,Agency Placements
CAMS LTD T/AS KINDERCARE FOSTERING,"3,255.00", 07/08/2017,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"6,053.99", 07/08/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"3,208.50", 07/08/2017,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"3,287.55", 07/08/2017,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"3,828.00", 07/08/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"3,400.00", 07/08/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"3,600.00", 07/08/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"3,500.00", 07/08/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"3,640.00", 07/08/2017,Health and Adult Services,Client Support
REDACTED PERSONAL INFORMATION,"3,600.00", 07/08/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"3,250.00", 07/08/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"4,000.00", 07/08/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"3,640.00", 07/08/2017,Health and Adult Services,Client Support
REDACTED PERSONAL INFORMATION,"1,691.56", 07/08/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"1,691.60", 07/08/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"3,170.48", 07/08/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"1,717.84", 07/08/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"1,717.84", 07/08/2017,Health and Adult Services,Supported Living
CHOICE SUPPORT LTD,"3,777.20", 07/08/2017,Health and Adult Services,Supported Living
CHOICE SUPPORT LTD,"3,705.72", 07/08/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"5,743.99", 07/08/2017,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"2,325.00", 07/08/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"7,541.64", 07/08/2017,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"2,936.04", 07/08/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"1,994.00", 07/08/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"3,360.00", 07/08/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"4,149.70", 07/08/2017,Health and Adult Services,Supported Living
ANGELS ABODE LIMITED,"1,680.00", 07/08/2017,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"3,868.80", 07/08/2017,Health and Adult Services,Client Support
REDACTED PERSONAL INFORMATION,"8,640.00", 07/08/2017,Health and Adult Services,Client Support
HARMONY HOME AID SERVICES LTD,"1,140.48", 07/08/2017,Health and Adult Services,Private Home Help Domest Misc
HARMONY HOME AID SERVICES LTD,528.16, 07/08/2017,Health and Adult Services,Private Home Help Domest Misc
HARMONY HOME AID SERVICES LTD,847.68, 07/08/2017,Health and Adult Services,Private Home Help Domest Misc
HARMONY HOME AID SERVICES LTD,"1,087.20", 07/08/2017,Health and Adult Services,Private Home Help Domest Misc
LEONARD CHESHIRE DISABILITY,"4,356.47", 07/08/2017,Health and Adult Services,Services Private Contractor
HARMONY HOME AID SERVICES LTD,"1,298.12", 07/08/2017,Health and Adult Services,ISF Personal Care
HARMONY HOME AID SERVICES LTD,847.76, 07/08/2017,Health and Adult Services,ISF Personal Care
HARMONY HOME AID SERVICES LTD,662.48, 07/08/2017,Health and Adult Services,ISF Personal Care
HARMONY HOME AID SERVICES LTD,653.04, 07/08/2017,Health and Adult Services,ISF Personal Care
HARMONY HOME AID SERVICES LTD,517.92, 07/08/2017,Health and Adult Services,ISF Personal Care
REDACTED PERSONAL INFORMATION,"7,800.00", 07/08/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"2,566.13", 07/08/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"2,440.00", 07/08/2017,Health and Adult Services,Services Private Contractor
HARMONY HOME AID SERVICES LTD,617.64, 07/08/2017,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,"3,820.48", 07/08/2017,Health and Adult Services,Services Private Contractor
HARMONY HOME AID SERVICES LTD,784.08, 07/08/2017,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,"8,795.20", 07/08/2017,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"8,795.20", 07/08/2017,Childrens Services,Agency Placements
HARMONY HOME AID SERVICES LTD,625.44, 07/08/2017,Health and Adult Services,Private Home Help Domest Misc
HARMONY HOME AID SERVICES LTD,930.48, 07/08/2017,Health and Adult Services,Private Home Help Domest Misc
HARMONY HOME AID SERVICES LTD,522.72, 07/08/2017,Health and Adult Services,Private Home Help Domest Misc
HARMONY HOME AID SERVICES LTD,"1,774.52", 07/08/2017,Health and Adult Services,Private Home Help Domest Misc
HARMONY HOME AID SERVICES LTD,887.48, 07/08/2017,Health and Adult Services,ISF Personal Care
REDACTED PERSONAL INFORMATION,"1,986.01", 07/08/2017,Childrens Services,Agency Placements
MONDALE ESTATES LTD,686.53, 07/08/2017,Childrens Services,Agency Placements
THE AVENUE TRUST GROUP,"1,438.56", 07/08/2017,Childrens Services,Private Home Help Domestic
THE AVENUE TRUST GROUP,799.20, 07/08/2017,Childrens Services,Private Home Help Domestic
THE AVENUE TRUST GROUP,960.00, 07/08/2017,Health and Adult Services,Client Support
REDACTED PERSONAL INFORMATION,"3,830.08", 07/08/2017,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"1,751.32", 07/08/2017,Health and Adult Services,Voluntary Bodies Other Care
REDACTED PERSONAL INFORMATION,"3,857.14", 07/08/2017,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"3,060.00", 07/08/2017,Childrens Services,Services Voluntary Org
THE CAMDEN SOCIETY,720.00, 07/08/2017,Health and Adult Services,Client Support
THE CAMDEN SOCIETY,720.00, 07/08/2017,Health and Adult Services,Client Support
ACTION FOR CHILDREN,"3,489.67", 07/08/2017,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"4,402.00", 07/08/2017,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"3,750.00", 07/08/2017,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"3,875.00", 07/08/2017,Childrens Services,Agency Placements
ANGELS ABODE LIMITED,"1,085.00", 07/08/2017,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"1,085.00", 07/08/2017,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"1,550.00", 07/08/2017,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"1,395.00", 07/08/2017,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"1,395.00", 07/08/2017,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"1,395.00", 07/08/2017,Health and Adult Services,Rents Other
MORDEN COLLEGE,"2,392.98", 07/08/2017,Health and Adult Services,Services Private Contractor
MORDEN COLLEGE,"2,236.43", 07/08/2017,Health and Adult Services,Private Sector Nursing Homes
MORDEN COLLEGE,"1,950.17", 07/08/2017,Health and Adult Services,Services Private Contractor
MORDEN COLLEGE,"2,236.43", 07/08/2017,Health and Adult Services,Services Private Contractor
ASHDOWN SUPPLIES,"4,434.30", 07/08/2017,Eltham Crematorium Revenue,Urns Caskets and Containers
INTEN LTD,"7,169.70", 07/08/2017,Housing Services HRA,Direct Orders
INTEN LTD,-699.60, 07/08/2017,Corporate Accounts,Tax Withheld
INTEN LTD,"2,597.02", 07/08/2017,Housing Services HRA,Direct Orders
INTEN LTD,-265.20, 07/08/2017,Corporate Accounts,Tax Withheld
PUSH TO TALK SYSTEMS LTD,799.98, 08/08/2017,Regeneration Enterprise and Sk,Telephones
CEDREC INFORMATION SYSTEMS LTD,"1,560.00", 08/08/2017,Comm Safety and Environment,Subscriptions
DYNAMIC INITIATIVES LIMITED,"4,680.00", 08/08/2017,Transportation Schemes,General Payments
SIEMSATEC LTD,697.66, 08/08/2017,Regeneration Enterprise and Sk,R & M Buildings Other
SHOOSMITHS LLP,900.00, 08/08/2017,Transportation Schemes,General Payments
COMPUTER AIDED DEVELOPMENT CORP LTD T/A CADCORP,"1,152.00", 08/08/2017,Childrens Services,Software Licences
JOHN ROWAN AND PARTNERS LLP,"6,912.00", 08/08/2017,Capital Housing Revenue Acc,Ext Consultants Fees
CANON (UK) LIMITED-PO BOX 244,"1,076.51", 08/08/2017,Chief Executives,Equipment
WOLSELEY UK LTD (VARIOUS SUPPLIES),"1,792.44", 08/08/2017,Regeneration Enterprise and Sk,R & M Buildings Other
BOTTOMLINE TECHNOLOGIES EUROPE LTD,"3,154.88", 08/08/2017,Chief Executives,Postage - Royal Mail
PEVERALL BROS. LTD T/A SURVEY EXPRESS SERVICES,"1,379.28", 08/08/2017,Comm Safety and Environment,Equipment
PEVERALL BROS. LTD T/A SURVEY EXPRESS SERVICES,"1,036.56", 08/08/2017,Comm Safety and Environment,Equipment
JANE WALKER CONSULTANCY LTD,"1,920.00", 08/08/2017,Health and Adult Services,Services Private Contractor
TALKING HEALTH TAKING ACTION,624.00, 08/08/2017,Health and Adult Services,Subscriptions
FEAST LONDON LTD,703.20, 08/08/2017,Health and Adult Services,Catering External Contract
"CHANGE, GROW, LIVE","44,834.17", 08/08/2017,Health and Adult Services,Lifeline
SOIL ASSOCIATION LTD,"3,870.00", 08/08/2017,Health and Adult Services,Services by External Providers
GREENWICH HERITAGE TRADING LIMITED,610.00, 08/08/2017,Health and Adult Services,Catering External Contract
REDACTED PERSONAL INFORMATION,"1,154.40", 08/08/2017,Childrens Services,Other Services
GREENHAM TRADING LIMITED,"2,078.80", 08/08/2017,Comm Safety and Environment,Equipment
FRONTIER AGRICULTURE LTD,"2,852.64", 08/08/2017,Comm Safety and Environment,Materials
FRONTIER AGRICULTURE LTD,300.00, 08/08/2017,Comm Safety and Environment,Materials
